Author,Title,Keywords,Year,Type Pulication,DOI
"Silva, Rodrigo Dantas da and de Ara\'{u}jo, Jean Jar Pereira and de Paiva, \'{A}lvaro Ferreira Pires and de Medeiros Valentim, Ricardo Alexsandro and Coutinho, Karilany Dantas and de Paiva, Jailton Carlos and Roussanaly, Azim and Boyer, Anne",A Big Data Architecture to a Multiple Purpose in Healthcare Surveillance: The Brazilian Syphilis Case,"big data, syphilis, healthcare surveillance, epidemiology",2020,inproceedings,10.1145/3401895.3402092
"Christophides, Vassilis and Efthymiou, Vasilis and Palpanas, Themis and Papadakis, George and Stefanidis, Kostas",An Overview of End-to-End Entity Resolution for Big Data,"crowdsourcing, deep learning, block processing, Entity blocking and matching, batch and incremental entity resolution workflows, strongly and nearly similar entities",2020,article,10.1145/3418896
"Gong, Xiaowen and Shroff, Ness",Incentivizing Truthful Data Quality for Quality-Aware Mobile Data Crowdsourcing,"incentive mechanism, Mobile data crowdsourcing, data quality",2018,inproceedings,10.1145/3209582.3209599
"Lv, Zhihan and Lou, Ranran and Feng, Hailin and Chen, Dongliang and Lv, Haibin",Novel Machine Learning for Big Data Analytics in Intelligent Support Information Management Systems,"intelligent support information system, Machine learning, accuracy rate, big data analysis, lightGBM",2021,article,10.1145/3469890
"Li, Yonghong and Zhang, Shuwen and Jia, Nan",Research on the Transformation and Upgrading Path and Selection of Traditional Industries from the Perspective of Big Data,"The path, Traditional industries, Transformation and upgrading, Big data",2018,inproceedings,10.1145/3301551.3301610
"Chen, Xin and Yang, Lirong and Sun, Yanzhi",Human Resource Information System Performance Test under Big Data Technology,empty,2021,inproceedings,10.1145/3495018.3495345
"Aljawarneh, Shadi and Lara, Juan A.",Editorial: Special Issue on Quality Assessment and Management in Big Data—Part I,"quality management, big data, Quality assessment",2021,article,10.1145/3449052
"Aljawarneh, Shadi and Lara, Juan A.",Editorial: Special Issue on Quality Assessment and Management in Big Data—Part II,"quality management, big data, Quality assessment",2021,article,10.1145/3449056
"Casado-Vara, Roberto and de la Prieta, Fernando and Prieto, Javier and Corchado, Juan M.",Blockchain Framework for IoT Data Quality via Edge Computing,"edge computing, data quality false data detection, non linear control, Blockchain, WSN, IoT",2018,inproceedings,10.1145/3282278.3282282
"Bibri, Simon Elias and Krogstie, John",The Big Data Deluge for Transforming the Knowledge of Smart Sustainable Cities: A Data Mining Framework for Urban Analytics,"big data analytics, Smart sustainable cities, data mining",2018,inproceedings,10.1145/3286606.3286788
"Freudiger, Julien and Rane, Shantanu and Brito, Alejandro E. and Uzun, Ersin",Privacy Preserving Data Quality Assessment for High-Fidelity Data Sharing,"cryptographic protocols, data quality assessment, privacy and confidentiality",2014,inproceedings,10.1145/2663876.2663885
"Bawatna, Mohammed and Green, Bertram and Kovalev, Sergey and Deinert, Jan-Christoph and Knodel, Oliver and Spallek, Rainer G.",Research and Implementation of Efficient Parallel Processing of Big Data at TELBE User Facility,"signal processing, data analytics, data processing pipeline, big data, data acquisition systems",2019,inproceedings,empty
"Zhang, Yong",Human Resource Data Quality Management Based on Multiple Regression Analysis,"data quality, human resources, Multiple regression analysis",2020,inproceedings,10.1145/3444370.3444614
"Stonebraker, Michael and Madden, Sam and Dubey, Pradeep","Intel ""Big Data"" Science and Technology Center Vision and Execution Plan",empty,2013,article,10.1145/2481528.2481537
"Androutsopoulou, Aggeliki and Charalabidis, Yannis","A Framework for Evidence Based Policy Making Combining Big Data, Dynamic Modelling and Machine Intelligence","behavioural patterns, Big data, policy Modelling, impact assessment, dynamic simulation, data mining, evidence based policy making",2018,inproceedings,10.1145/3209415.3209427
empty,Data Quality Rule Definition and Discovery,empty,2019,inbook,empty
"Khalajzadeh, Hourieh and Simmons, Andrew and Abdelrazek, Mohamed and Grundy, John and Hosking, John and He, Qiang and Ratnakanthan, Prasanna and Zia, Adil and Law, Meng","A Practical, Collaborative Approach for Modeling Big Data Analytics Application Requirements",empty,2020,inbook,empty
"Orenga-Rogl\'{a}, Sergio and Chalmeta, Ricardo",Framework for Implementing a Big Data Ecosystem in Organizations,empty,2018,article,10.1145/3210752
"Jia, Dong-Ming and Yuan, Cun-Feng and Guo, Song and Jiang, Zu-Zhen and Xu, Ding and Wang, Da-An","Application of ""Artificial Intelligence and Big Data"" in Sports Rehabilitation for Chinese Judicial Administrative Drug Addicts","rehabilitation training, big data, judicial administrative, Sports rehabilitation, artificial intelligence",2019,inproceedings,10.1145/3358331.3358336
"Fox, Geoffrey C. and Jha, Shantenu and Qiu, Judy and Luckow, Andre",Towards an Understanding of Facets and Exemplars of Big Data Applications,empty,2014,inproceedings,10.1145/2737909.2737912
"Chotvijit, Sarunkorn and Thiarai, Malkiat and Jarvis, Stephen",Big Data Analytics in Social Care Provision: Spatial and Temporal Evidence from Birmingham,"service provision, data analytics, local authority, Birmingham, spatio-temporal analysis, social care",2018,inproceedings,10.1145/3209281.3209300
"Abdullah, Tariq and Ahmet, Ahmed",Genomics Analyser: A Big Data Framework for Analysing Genomics Data,"population scale clustering, in-memory computing, resource management, algorithms, big data, data analysis, machine learning, compute cluster",2017,inproceedings,10.1145/3148055.3148072
"Cabanban-Casem, Christianne Lynnette",Analytical Visualization of Higher Education Institutions' Big Data for Decision Making,"Knowledge Management, Higher Education Data, Data Science",2019,inproceedings,10.1145/3314527.3314537
"Weichselbraun, Albert and Kuntschik, Philipp",Mitigating Linked Data Quality Issues in Knowledge-Intense Information Extraction Methods,"linked data quality, semantic technologies, applications, named entity linking, mitigation strategies, information extraction",2017,inproceedings,10.1145/3102254.3102272
"Wu, Jinrong and Sinnott, Richard O. and Effendy, Jemie and Gl\""{o}ckner, Stephan and Hu, William and Li, Jiajie",Usage Patterns and Data Quality: A Case Study of a National Type-1 Diabetes Study,"Type-1 diabetes, Cloud, log analysis, auditing",2017,inproceedings,10.1145/3107514.3107518
"Nascimento, Dimas C. and Pires, Carlos Eduardo and Mestre, Demetrio Gomes",A Data Quality-Aware Cloud Service Based on Metaheuristic and Machine Learning Provisioning Algorithms,"cloud computing, provisioning, metaheuristic, machine learning, data quality",2015,inproceedings,10.1145/2695664.2695753
"Yu, Xiaomu and Yin, Yuelin",Application Strategies of Medical Big Data in Health Economic Management,empty,2021,inbook,empty
"Papst, Franz and Saukh, Olga and R\""{o}mer, Kay and Grandl, Florian and Jakovljevic, Igor and Steininger, Franz and Mayerhofer, Martin and Duda, J\""{u}rgen and Egger-Danner, Christa",Embracing Opportunities of Livestock Big Data Integration with Privacy Constraints,"privacy-preserving data analysis, agriculture, data privacy",2019,inproceedings,10.1145/3365871.3365900
"Song, Zhendong",Application of Big Data and Intelligent Processing Technology in Modern Chinese Multi-Category Words Part of Speech Tagging Corpus,"Tagging, Multi-category words, Big data, Intelligent processing, Corpus",2018,inproceedings,10.1145/3209914.3234639
"Liu, Yu and Wang, Yangtao and Gao, Lianli and Guo, Chan and Xie, Yanzhao and Xiao, Zhili",Deep Hash-Based Relevance-Aware Data Quality Assessment for Image Dark Data,"data mining, relevance, Resource allocation, data quality assessment, GAH, CPR",2021,article,10.1145/3420038
"Hou, Hanfang and Fu, Qiang and Zhang, Yang","An Empirical Study on the Classification, Grading, Sharing and Opening of Healthcare Big Data Based on Current Policies and Standards","Classification, Grading, Opening, Healthcare big data, Sharing",2021,inproceedings,10.1145/3468945.3468964
"Xu, Gang and Wu, Shunyu and Xie, Pengfei",Integration and Exchange Method of Multi-Source Heterogeneous Big Data for Intelligent Power Distribution and Utilization,"intelligent power distribution and utilization, data fusion and exchange, multi-source and heterogeneous, information model",2016,inproceedings,10.1145/3018009.3018040
"Markopoulos, Dimitris and Tsolakidis, Anastasios and N. Karanikolas, Nikitas and Skourlas, Christos",Towards the Design of a Conceptual Framework for the Operation of Intensive Care Units Based on Big Data Analysis,"Intensive Care Unit, Conceptual Framework, Machine Learning, Big Data Analysis",2020,inproceedings,10.1145/3437120.3437352
"Sharma, Abhishek B. and Ivan\v{c}i\'{c}, Franjo and Niculescu-Mizil, Alexandru and Chen, Haifeng and Jiang, Guofei",Modeling and Analytics for Cyber-Physical Systems in the Age of Big Data,empty,2014,article,10.1145/2627534.2627558
"Chen, Xiaoyu",Research on Visual Analysis Method of Food Safety Big Data Based on Artificial Intelligence,empty,2021,inproceedings,10.1145/3510858.3511394
"Qin, Yana and Yang, Haolin and Guo, Mengjie and Guo, Meicheng",An Advanced Data Science Model Based on Big Data Analytics for Urban Driving Cycle Construction in China,"data preprocessing, feature engineering, urban driving cycle construction, Big data analytics, PCA",2020,inproceedings,10.1145/3398329.3398330
"Collins, Graham and Varilly, Hugh and Yoshinori, Tanabe",Pedagogical Lessons from an International Collaborative Big Data Undergraduate Research Project,"software architecture, peer assessment, Data analytics, retrospectives, contributing student pedagogy",2015,inproceedings,10.1145/2797433.2797467
"Hagen, Loni and Seon Yi, Hye and Pietri, Siana and E. Keller, Thomas","Processes, Potential Benefits, and Limitations of Big Data Analytics: A Case Analysis of 311 Data from City of Miami","big data analytics, e-government, 311 data, information visualization",2019,inproceedings,10.1145/3325112.3325212
"Peng, Shaoliang and Liao, Xiangke and Yang, Canqun and Lu, Yutong and Liu, Jie and Cui, Yingbo and Wang, Heng and Wu, Chengkun and Wang, Bingqiang",The Challenge of Scaling Genome Big Data Analysis Software on TH-2 Supercomputer,"parallel optimization, SNP detection, whole genome re-sequencing, sequence alignment, TH-2 supercomputer",2015,inproceedings,10.1109/CCGrid.2015.46
"Wu, Rui and Cheng, Qian and He, Lisong and Cao, Zhenyu",Environmental Big Data Model and Recognition of Abnormal Emission from Enterprise Data,empty,2021,inproceedings,10.1145/3482632.3484095
"Li, Jicai and Liu, Dan",A Method of Constructing Distributed Big Data Analysis Model for Machine Learning Based on Cloud Computing,empty,2021,inproceedings,10.1145/3482632.3484007
"Gong, Xiaowen and Shroff, Ness B.",Truthful Mobile Crowdsensing for Strategic Users With Private Data Quality,empty,2019,article,10.1109/TNET.2019.2934026
"Zhao, Yan and Megdiche, Imen and Ravat, Franck and Dang, Vincent-nam","A Zone-Based Data Lake Architecture for IoT, Small and Big Data","Stream IoT Data, Metadata, Data Lake, Zone-based, Technical Architecture",2021,inproceedings,10.1145/3472163.3472185
"Podhoranyi, Michal and Vojacek, Lukas",Social Media Data Processing Infrastructure by Using Apache Spark Big Data Platform: Twitter Data Analysis,"social network data, data processing architecture, Apache Spark, Twitter",2019,inproceedings,10.1145/3361821.3361825
"Ding, Gaohu",Optimization of Modern Teaching System with Computer Technology under the Background of Big Data,empty,2021,inproceedings,10.1145/3495018.3495364
"Wang, Wenwen",Research on the Application of Big Data Cloud Cleaning System in Physical Function Sports Training Management,empty,2021,inproceedings,10.1145/3482632.3487514
"Li, Huan and Lu, Hua and Jensen, Christian S. and Tang, Bo and Cheema, Muhammad Aamir","Spatial Data Quality in the Internet of Things: Management, Exploitation, and Prospects","spatial queries, spatial computing, geo-sensory data, quality management, spatiotemporal dependencies, Internet of Things, location refinement, spatiotemporal data cleaning",2022,article,10.1145/3498338
"Shen, Yanyan and Dinh, Anh and Jagadish, H. V.",Introduction to the Special Issue on Data Science for Next Generation Big Data,empty,2022,article,10.1145/3507467
"De, Sushovan and Hu, Yuheng and Meduri, Venkata Vamsikrishna and Chen, Yi and Kambhampati, Subbarao",BayesWipe: A Scalable Probabilistic Framework for Improving Data Quality,"offline and online cleaning, statistical data cleaning, Data quality",2016,article,10.1145/2992787
"Farhana Jamaludin, Ain and Najib Razali, Muhammad and jalil, Rohaya and Othman, Hajar and Adnan, Yasmin",Identification of Business Intelligence in Big Data Maintenance of Government Sector in Putrajaya,"Data Management,, Maintenance Management, Business Intelligence",2021,inproceedings,10.1145/3457784.3457816
"Win, Thee Zin and Kham, Nang Saing Moon",Mutual Information-Based Feature Selection Approach to Reduce High Dimension of Big Data,"Mutual Information, High Dimensional Data, Feature Selection, Redundant Features",2018,inproceedings,10.1145/3278312.3278316
"Wang, Zehao and Zhang, Haoxiang and Chen, Tse-Hsun (Peter) and Wang, Shaowei",Would You like a Quick Peek? Providing Logging Support to Monitor Data Processing in Big Data Applications,empty,2021,inbook,empty
"Wang, Hongzhi and Ding, Xiaoou and Chen, Xiangying and Li, Jianzhong and Gao, Hong",CleanCloud: Cleaning Big Data on Cloud,"entity resolution, parallel computing, data cleaning",2017,inproceedings,10.1145/3132847.3133187
"Han, Caibao",The Architecture and Security Design of Big Data Platform of the Physical Teaching Information System in Colleges and Universities,empty,2021,inproceedings,10.1145/3482632.3483061
"Chien, Chen-Fu and Chen, Ying-Jen and Wu, Jei-Zheng",Big Data Analytics for Modeling WAT Parameter Variation Induced by Process Tool in Semiconductor Manufacturing and Empirical Study,empty,2016,inproceedings,empty
